player_a, player_b, score_a, score_b, game_type, court, match_url
P. Luczak,I. Ljubicic,0,3,ATP,Hard,http://tennis.wettpoint.com/en/games/912715.html
A. Keothavong,A. Rodionova,2,0,WTA,Hard,http://tennis.wettpoint.com/en/games/912824.html
B. Mattek-Sands,A. Rus,1,2,WTA,Hard,http://tennis.wettpoint.com/en/games/912816.html
R. Schuettler,F. Verdasco,0,3,ATP,Hard,http://tennis.wettpoint.com/en/games/912711.html
I. Karlovic,I. Dodig,2,3,ATP,Hard,http://tennis.wettpoint.com/en/games/912718.html
M. Granollers,N. Djokovic,0,3,ATP,Hard,http://tennis.wettpoint.com/en/games/912719.html
L. Dominguez Lino,J. Larsson,2,0,WTA,Hard,http://tennis.wettpoint.com/en/games/912859.html
S. Bammer,V. Zvonareva,0,2,WTA,Hard,http://tennis.wettpoint.com/en/games/912869.html
S. Peers,P. Kvitova,0,2,WTA,Hard,http://tennis.wettpoint.com/en/games/912857.html
O. Govortsova,A. Chakvetadze,0,2,WTA,Hard,http://tennis.wettpoint.com/en/games/912856.html
A. Medina Garrigues,I. Benesova,0,2,WTA,Hard,http://tennis.wettpoint.com/en/games/912864.html
B. Jovanovski,K. Chang,2,0,WTA,Hard,http://tennis.wettpoint.com/en/games/912868.html
E. Schwank,L. Mayer,3,0,ATP,Hard,http://tennis.wettpoint.com/en/games/912701.html
B. Tomic,J. Chardy,3,0,ATP,Hard,http://tennis.wettpoint.com/en/games/912674.html
K. Bondarenko,S. Peng,1,2,WTA,Hard,http://tennis.wettpoint.com/en/games/912839.html
M. Youzhny,M. Ilhan,3,0,ATP,Hard,http://tennis.wettpoint.com/en/games/912680.html
S. Ferguson,P. Martic,1,2,WTA,Hard,http://tennis.wettpoint.com/en/games/912844.html
A. Falla,F. Lopez,0,3,ATP,Hard,http://tennis.wettpoint.com/en/games/912675.html
K. Date Krumm,A. Radwanska,1,2,WTA,Hard,http://tennis.wettpoint.com/en/games/912845.html
G. Garcia-Lopez,M. Berrer,3,1,ATP,Hard,http://tennis.wettpoint.com/en/games/912700.html
M. Russell,M. Ebden,3,1,ATP,Hard,http://tennis.wettpoint.com/en/games/912686.html
B. Kavcic,K. Anderson,3,1,ATP,Hard,http://tennis.wettpoint.com/en/games/912681.html
R. Mello,T. Bellucci,2,3,ATP,Hard,http://tennis.wettpoint.com/en/games/912691.html
R. Nadal,M. Daniel,1,0,ATP,Hard,http://tennis.wettpoint.com/en/games/912672.html
D. Young,M. Cilic,0,3,ATP,Hard,http://tennis.wettpoint.com/en/games/912679.html
J. Melzer,V. Millot,3,0,ATP,Hard,http://tennis.wettpoint.com/en/games/912696.html
D. Istomin,J. Hernych,1,3,ATP,Hard,http://tennis.wettpoint.com/en/games/912690.html
R. Oprandi,M. Kirilenko,1,2,WTA,Hard,http://tennis.wettpoint.com/en/games/912865.html
A. Dolgopolov,M. Kukushkin,3,0,ATP,Hard,http://tennis.wettpoint.com/en/games/912693.html
J. Jankovic,A. Kudryavtseva,2,0,WTA,Hard,http://tennis.wettpoint.com/en/games/912838.html
C. Ball,P. Riba,2,3,ATP,Hard,http://tennis.wettpoint.com/en/games/912697.html
L. Safarova,S. Zhang,2,1,WTA,Hard,http://tennis.wettpoint.com/en/games/912866.html
S. Stosur,L. Davis,2,0,WTA,Hard,http://tennis.wettpoint.com/en/games/912854.html
J. Nieminen,D. Ferrer,1,3,ATP,Hard,http://tennis.wettpoint.com/en/games/912687.html
